datetime,open,high,low,close,tick_volume
2025-10-06 02:22:00,3909.25,3909.25,3907.95,3908.35,71
2025-10-06 02:23:00,3908.32,3909.5,3907.88,3909.21,70
2025-10-06 02:24:00,3909.24,3910.74,3909.24,3909.68,72
2025-10-06 02:25:00,3909.41,3910.32,3907.84,3908.35,67
2025-10-06 02:26:00,3908.57,3910.47,3908.4,3910.19,70
2025-10-06 02:27:00,3910.48,3910.98,3909.84,3910.02,77
2025-10-06 02:28:00,3910.01,3912.2,3909.89,3911.67,81
2025-10-06 02:29:00,3911.73,3912.37,3909.54,3910.51,79
2025-10-06 02:30:00,3910.68,3911.84,3910.58,3910.81,74
2025-10-06 02:31:00,3910.83,3911.25,3909.66,3910.29,73
2025-10-06 02:32:00,3910.27,3910.82,3909.27,3909.32,67
2025-10-06 02:33:00,3909.71,3909.71,3907.9,3908.94,72
2025-10-06 02:34:00,3909.1,3910.75,3908.59,3910.63,56
2025-10-06 02:35:00,3910.33,3910.48,3908.92,3910.1,63
2025-10-06 02:36:00,3910.09,3910.1,3908.33,3909.0,72
2025-10-06 02:37:00,3908.81,3910.09,3908.07,3909.7,73
2025-10-06 02:38:00,3909.73,3910.85,3909.22,3910.23,58
2025-10-06 02:39:00,3910.22,3911.02,3909.95,3911.02,63
2025-10-06 02:40:00,3911.01,3911.07,3910.5,3910.68,68
2025-10-06 02:41:00,3910.72,3910.96,3909.93,3910.08,70
2025-10-06 02:42:00,3910.09,3910.92,3908.24,3908.91,66
2025-10-06 02:43:00,3909.14,3910.23,3908.61,3909.98,67
2025-10-06 02:44:00,3910.16,3911.21,3909.98,3910.88,58
2025-10-06 02:45:00,3910.91,3911.54,3909.49,3911.38,65
2025-10-06 02:46:00,3911.42,3911.53,3910.47,3910.79,65
2025-10-06 02:47:00,3910.79,3911.7,3910.62,3911.08,79
2025-10-06 02:48:00,3911.04,3911.6,3910.47,3910.47,65
2025-10-06 02:49:00,3910.5,3910.98,3909.44,3909.82,74
2025-10-06 02:50:00,3909.82,3911.38,3909.18,3910.75,85
2025-10-06 02:51:00,3910.87,3911.18,3909.57,3909.57,77
2025-10-06 02:52:00,3909.58,3909.83,3908.18,3908.6,81
2025-10-06 02:53:00,3908.52,3909.54,3907.89,3909.47,73
2025-10-06 02:54:00,3909.8,3909.8,3907.92,3908.94,83
2025-10-06 02:55:00,3908.92,3909.37,3908.02,3908.31,76
2025-10-06 02:56:00,3908.31,3909.9,3908.11,3909.1,74
2025-10-06 02:57:00,3908.83,3910.36,3908.74,3910.11,79
2025-10-06 02:58:00,3910.22,3910.22,3908.52,3908.9,71
2025-10-06 02:59:00,3908.91,3909.69,3908.91,3909.53,69
2025-10-06 03:00:00,3909.57,3909.57,3907.28,3907.54,89
2025-10-06 03:01:00,3907.8,3908.73,3905.16,3906.35,92
2025-10-06 03:02:00,3906.28,3908.63,3904.78,3905.98,95
2025-10-06 03:03:00,3905.73,3906.72,3904.34,3906.64,86
2025-10-06 03:04:00,3906.69,3906.97,3904.66,3905.04,86
2025-10-06 03:05:00,3904.99,3905.76,3904.46,3905.76,83
2025-10-06 03:06:00,3905.76,3906.13,3902.98,3904.14,92
2025-10-06 03:07:00,3904.29,3904.56,3902.7,3904.45,89
2025-10-06 03:08:00,3904.55,3905.79,3903.7,3905.78,90
2025-10-06 03:09:00,3905.88,3907.05,3904.93,3906.99,86
2025-10-06 03:10:00,3906.92,3907.09,3904.25,3904.87,83
2025-10-06 03:11:00,3904.45,3904.82,3902.82,3902.82,84
2025-10-06 03:12:00,3902.79,3902.86,3900.33,3901.51,92
2025-10-06 03:13:00,3901.46,3905.39,3901.43,3905.09,88
2025-10-06 03:14:00,3904.95,3905.22,3903.41,3904.4,84
2025-10-06 03:15:00,3904.24,3906.38,3904.04,3905.95,83
2025-10-06 03:16:00,3906.1,3906.1,3903.72,3904.7,87
2025-10-06 03:17:00,3904.69,3905.21,3903.98,3904.37,83
2025-10-06 03:18:00,3904.62,3904.84,3903.65,3904.72,83
2025-10-06 03:19:00,3904.74,3905.03,3903.69,3904.76,82
2025-10-06 03:20:00,3904.81,3906.23,3904.47,3905.04,77
2025-10-06 03:21:00,3904.92,3904.95,3903.53,3904.11,77
2025-10-06 03:22:00,3903.94,3904.3,3902.85,3903.42,83
2025-10-06 03:23:00,3903.25,3903.45,3901.06,3902.46,88
2025-10-06 03:24:00,3902.51,3902.51,3899.05,3899.98,89
2025-10-06 03:25:00,3900.37,3901.31,3899.15,3900.27,94
2025-10-06 03:26:00,3900.26,3901.76,3900.07,3901.01,87
2025-10-06 03:27:00,3901.02,3902.25,3900.21,3902.03,83
2025-10-06 03:28:00,3902.07,3902.31,3900.52,3901.13,85
2025-10-06 03:29:00,3901.14,3902.66,3900.42,3902.42,74
2025-10-06 03:30:00,3902.52,3903.99,3901.77,3901.89,85
2025-10-06 03:31:00,3901.92,3902.28,3900.57,3902.23,84
2025-10-06 03:32:00,3902.36,3903.5,3901.87,3903.38,84
2025-10-06 03:33:00,3903.33,3904.69,3902.77,3904.69,86
2025-10-06 03:34:00,3904.62,3905.09,3903.12,3905.09,88
2025-10-06 03:35:00,3904.97,3905.69,3904.76,3905.16,83
2025-10-06 03:36:00,3905.08,3905.44,3903.36,3903.36,79
2025-10-06 03:37:00,3903.22,3904.34,3902.73,3903.67,79
2025-10-06 03:38:00,3903.66,3903.9,3902.59,3902.64,70
2025-10-06 03:39:00,3902.67,3902.73,3901.42,3902.07,81
2025-10-06 03:40:00,3902.0,3903.53,3901.83,3903.03,82
2025-10-06 03:41:00,3903.07,3903.45,3902.69,3903.38,72
2025-10-06 03:42:00,3903.4,3904.5,3903.15,3904.31,77
2025-10-06 03:43:00,3904.28,3905.84,3903.87,3905.46,82
2025-10-06 03:44:00,3905.53,3906.1,3904.78,3904.9,82
2025-10-06 03:45:00,3904.89,3905.55,3904.57,3905.34,77
2025-10-06 03:46:00,3905.15,3905.64,3904.39,3905.37,73
2025-10-06 03:47:00,3905.42,3906.59,3903.14,3903.53,88
2025-10-06 03:48:00,3903.56,3904.62,3902.92,3903.26,83
2025-10-06 03:49:00,3903.28,3903.51,3902.26,3902.26,68
2025-10-06 03:50:00,3902.34,3902.61,3901.67,3902.12,71
2025-10-06 03:51:00,3902.02,3903.53,3901.95,3902.38,76
2025-10-06 03:52:00,3902.39,3902.99,3901.07,3901.18,65
2025-10-06 03:53:00,3901.19,3902.13,3900.91,3901.2,73
2025-10-06 03:54:00,3901.13,3902.06,3900.54,3900.54,80
2025-10-06 03:55:00,3900.45,3901.13,3900.09,3900.69,79
2025-10-06 03:56:00,3900.62,3901.62,3900.26,3900.89,80
2025-10-06 03:57:00,3900.91,3901.18,3900.46,3900.73,66
2025-10-06 03:58:00,3900.75,3901.2,3900.49,3900.73,74
2025-10-06 03:59:00,3900.73,3900.79,3899.91,3900.36,72
2025-10-06 04:00:00,3900.51,3901.08,3899.9,3900.0,75
2025-10-06 04:01:00,3899.8,3901.13,3899.79,3901.13,82
2025-10-06 04:02:00,3901.02,3902.09,3899.97,3901.86,77
2025-10-06 04:03:00,3901.8,3901.83,3899.87,3900.03,77
2025-10-06 04:04:00,3900.0,3901.5,3899.85,3901.38,74
2025-10-06 04:05:00,3901.67,3902.25,3901.22,3901.94,80
2025-10-06 04:06:00,3902.0,3904.01,3901.9,3904.01,80
2025-10-06 04:07:00,3903.85,3904.8,3903.66,3904.43,76
2025-10-06 04:08:00,3904.42,3906.25,3904.42,3906.08,79
2025-10-06 04:09:00,3906.06,3906.64,3905.47,3905.62,73
2025-10-06 04:10:00,3905.54,3905.54,3904.82,3904.82,78
2025-10-06 04:11:00,3904.81,3905.59,3904.79,3905.45,57
2025-10-06 04:12:00,3905.46,3908.07,3905.42,3907.86,76
2025-10-06 04:13:00,3907.8,3908.13,3907.02,3907.14,75
2025-10-06 04:14:00,3907.09,3907.09,3905.48,3906.14,73
2025-10-06 04:15:00,3906.2,3907.51,3906.2,3906.97,76
2025-10-06 04:16:00,3906.84,3907.55,3906.55,3907.2,77
2025-10-06 04:17:00,3907.32,3907.51,3906.32,3906.97,76
2025-10-06 04:18:00,3906.81,3906.81,3906.17,3906.72,66
2025-10-06 04:19:00,3906.78,3906.86,3903.93,3904.26,79
2025-10-06 04:20:00,3904.27,3904.27,3902.93,3902.93,84
2025-10-06 04:21:00,3902.88,3902.88,3901.27,3902.16,78
2025-10-06 04:22:00,3902.1,3903.96,3901.97,3902.87,71
2025-10-06 04:23:00,3902.82,3904.23,3902.8,3903.93,81
2025-10-06 04:24:00,3903.94,3904.09,3902.7,3903.62,82
2025-10-06 04:25:00,3903.61,3904.45,3903.21,3903.95,72
2025-10-06 04:26:00,3903.93,3904.54,3903.37,3903.41,70
2025-10-06 04:27:00,3903.36,3906.16,3903.36,3906.16,82
2025-10-06 04:28:00,3906.17,3906.42,3904.48,3904.48,70
2025-10-06 04:29:00,3904.57,3904.94,3903.0,3903.0,79
2025-10-06 04:30:00,3902.98,3904.41,3902.38,3904.41,83
2025-10-06 04:31:00,3904.44,3905.88,3904.44,3905.53,81
2025-10-06 04:32:00,3905.53,3906.46,3905.53,3906.07,75
2025-10-06 04:33:00,3906.15,3906.24,3905.46,3905.98,68
2025-10-06 04:34:00,3906.1,3906.37,3905.53,3906.37,73
2025-10-06 04:35:00,3906.31,3906.73,3905.77,3906.65,75
2025-10-06 04:36:00,3906.83,3907.12,3906.66,3907.02,69
2025-10-06 04:37:00,3907.01,3907.24,3906.5,3906.66,64
2025-10-06 04:38:00,3906.69,3907.14,3906.63,3907.03,67
2025-10-06 04:39:00,3907.05,3907.97,3906.85,3907.31,74
2025-10-06 04:40:00,3907.31,3907.73,3906.83,3907.05,70
2025-10-06 04:41:00,3907.19,3909.29,3907.17,3908.99,69
2025-10-06 04:42:00,3909.0,3910.36,3909.0,3910.36,82
2025-10-06 04:43:00,3910.35,3910.98,3909.88,3910.25,80
2025-10-06 04:44:00,3910.28,3910.5,3908.89,3910.31,79
2025-10-06 04:45:00,3910.28,3910.52,3909.39,3910.28,80
2025-10-06 04:46:00,3910.3,3910.3,3909.23,3909.9,74
2025-10-06 04:47:00,3909.9,3910.41,3909.77,3910.04,82
2025-10-06 04:48:00,3910.02,3912.27,3910.02,3912.27,77
2025-10-06 04:49:00,3912.36,3912.7,3911.96,3912.19,83
2025-10-06 04:50:00,3912.29,3912.63,3911.16,3912.63,78
2025-10-06 04:51:00,3912.56,3913.46,3912.37,3913.19,83
2025-10-06 04:52:00,3913.29,3915.72,3913.04,3915.4,85
2025-10-06 04:53:00,3915.46,3916.45,3914.93,3915.9,77
2025-10-06 04:54:00,3915.91,3916.26,3915.31,3916.24,70
2025-10-06 04:55:00,3916.27,3916.56,3915.31,3915.43,77
2025-10-06 04:56:00,3915.6,3916.73,3915.6,3915.99,72
2025-10-06 04:57:00,3916.1,3916.46,3915.98,3916.22,70
2025-10-06 04:58:00,3916.18,3917.86,3916.18,3916.79,79
2025-10-06 04:59:00,3916.86,3918.28,3916.86,3918.08,81
2025-10-06 05:00:00,3918.01,3921.23,3917.6,3920.82,94
2025-10-06 05:01:00,3920.83,3923.56,3920.71,3922.09,91
2025-10-06 05:02:00,3922.19,3924.5,3921.6,3923.36,94
2025-10-06 05:03:00,3923.35,3923.91,3921.16,3921.29,83
2025-10-06 05:04:00,3921.42,3922.57,3921.12,3921.9,85
2025-10-06 05:05:00,3922.12,3922.5,3921.64,3921.78,80
2025-10-06 05:06:00,3921.73,3923.39,3921.46,3922.56,83
2025-10-06 05:07:00,3922.73,3923.28,3922.24,3922.83,68
2025-10-06 05:08:00,3922.86,3924.45,3922.22,3924.21,74
2025-10-06 05:09:00,3923.71,3924.24,3921.85,3923.94,87
2025-10-06 05:10:00,3924.07,3924.15,3920.9,3920.93,80
2025-10-06 05:11:00,3920.09,3920.89,3919.27,3920.13,87
2025-10-06 05:12:00,3920.15,3922.62,3920.13,3921.66,75
2025-10-06 05:13:00,3921.92,3923.23,3921.46,3922.74,68
2025-10-06 05:14:00,3922.99,3924.23,3922.63,3923.69,80
2025-10-06 05:15:00,3923.76,3923.76,3922.12,3922.14,76
2025-10-06 05:16:00,3922.11,3922.34,3921.34,3921.79,65
2025-10-06 05:17:00,3921.78,3922.58,3921.78,3922.08,60
2025-10-06 05:18:00,3921.97,3923.16,3921.95,3922.22,72
2025-10-06 05:19:00,3922.26,3922.88,3921.91,3922.26,65
2025-10-06 05:20:00,3922.14,3922.44,3920.43,3921.31,77
2025-10-06 05:21:00,3921.31,3921.77,3920.77,3921.55,64
2025-10-06 05:22:00,3921.51,3922.69,3921.31,3922.69,63
2025-10-06 05:23:00,3922.76,3922.97,3921.37,3921.83,68
2025-10-06 05:24:00,3921.78,3921.92,3920.46,3920.71,60
2025-10-06 05:25:00,3920.73,3921.8,3920.49,3921.8,63
2025-10-06 05:26:00,3921.59,3922.18,3921.18,3922.14,53
2025-10-06 05:27:00,3922.08,3922.28,3921.36,3921.39,64
2025-10-06 05:28:00,3921.42,3921.64,3920.95,3921.25,62
2025-10-06 05:29:00,3921.1,3921.99,3921.1,3921.84,60
2025-10-06 05:30:00,3921.83,3922.33,3921.48,3921.86,73
2025-10-06 05:31:00,3921.74,3922.49,3921.74,3921.85,59
2025-10-06 05:32:00,3921.67,3921.77,3920.62,3920.72,68
2025-10-06 05:33:00,3920.62,3920.63,3920.05,3920.5,63
2025-10-06 05:34:00,3919.99,3920.22,3919.54,3920.03,62
2025-10-06 05:35:00,3919.95,3919.95,3918.65,3918.75,80
2025-10-06 05:36:00,3918.81,3920.09,3918.81,3919.82,72
2025-10-06 05:37:00,3919.87,3920.45,3919.63,3920.27,60
2025-10-06 05:38:00,3920.33,3920.94,3920.15,3920.61,64
2025-10-06 05:39:00,3920.64,3920.83,3920.04,3920.77,56
2025-10-06 05:40:00,3920.78,3921.39,3920.44,3920.79,57
2025-10-06 05:41:00,3920.89,3921.99,3920.56,3921.99,55
2025-10-06 05:42:00,3921.98,3922.16,3921.09,3921.31,58
2025-10-06 05:43:00,3921.33,3922.45,3921.07,3922.01,63
2025-10-06 05:44:00,3921.94,3923.27,3921.87,3922.9,67
2025-10-06 05:45:00,3923.08,3923.14,3921.11,3921.49,69
2025-10-06 05:46:00,3921.37,3921.4,3920.34,3920.74,72
2025-10-06 05:47:00,3920.79,3921.73,3920.67,3921.57,64
2025-10-06 05:48:00,3921.54,3922.29,3921.49,3921.81,61
2025-10-06 05:49:00,3921.85,3922.53,3921.62,3921.93,60
2025-10-06 05:50:00,3921.97,3922.19,3921.14,3921.4,68
2025-10-06 05:51:00,3921.48,3921.83,3920.27,3920.67,63
2025-10-06 05:52:00,3920.66,3921.2,3920.65,3921.03,53
2025-10-06 05:53:00,3921.09,3921.9,3921.09,3921.82,58
2025-10-06 05:54:00,3921.84,3921.89,3920.93,3921.23,48
2025-10-06 05:55:00,3921.27,3921.88,3921.03,3921.13,58
2025-10-06 05:56:00,3921.11,3922.28,3921.11,3921.63,56
2025-10-06 05:57:00,3921.64,3921.72,3919.65,3919.71,64
2025-10-06 05:58:00,3919.69,3921.14,3919.68,3921.14,56
2025-10-06 05:59:00,3921.05,3921.12,3920.8,3921.03,57
2025-10-06 06:00:00,3920.97,3921.05,3919.96,3920.24,49
2025-10-06 06:01:00,3920.11,3921.06,3920.11,3920.51,48
2025-10-06 06:02:00,3920.4,3922.05,3920.16,3921.99,54
2025-10-06 06:03:00,3922.02,3922.02,3921.45,3921.93,50
2025-10-06 06:04:00,3921.95,3923.55,3921.8,3923.52,78
2025-10-06 06:05:00,3923.43,3923.43,3922.56,3922.7,56
2025-10-06 06:06:00,3922.57,3923.13,3922.12,3923.05,54
2025-10-06 06:07:00,3923.07,3923.34,3922.6,3923.07,71
2025-10-06 06:08:00,3923.06,3923.64,3923.0,3923.19,52
2025-10-06 06:09:00,3923.14,3923.61,3922.48,3923.59,74
2025-10-06 06:10:00,3923.56,3924.51,3923.56,3924.19,76
2025-10-06 06:11:00,3924.18,3926.57,3924.18,3925.93,80
2025-10-06 06:12:00,3926.21,3926.62,3924.41,3924.53,80
2025-10-06 06:13:00,3924.67,3924.73,3923.35,3923.75,70
2025-10-06 06:14:00,3923.8,3923.87,3921.4,3921.78,78
2025-10-06 06:15:00,3921.95,3922.94,3921.58,3922.39,70
2025-10-06 06:16:00,3922.47,3923.69,3922.47,3923.58,64
2025-10-06 06:17:00,3923.59,3924.2,3923.35,3924.2,71
2025-10-06 06:18:00,3924.16,3924.62,3923.82,3924.56,68
2025-10-06 06:19:00,3924.63,3924.99,3924.02,3924.71,69
2025-10-06 06:20:00,3924.66,3924.66,3922.91,3922.91,62
2025-10-06 06:21:00,3922.96,3923.02,3921.15,3921.62,67
2025-10-06 06:22:00,3921.47,3922.12,3920.96,3922.1,69
2025-10-06 06:23:00,3922.26,3922.56,3921.61,3922.12,62
2025-10-06 06:24:00,3922.13,3922.39,3921.72,3921.92,51
2025-10-06 06:25:00,3921.87,3922.08,3920.31,3921.02,71
2025-10-06 06:26:00,3920.97,3921.75,3920.59,3920.93,65
2025-10-06 06:27:00,3920.92,3922.25,3920.77,3922.25,52
2025-10-06 06:28:00,3922.33,3922.6,3921.66,3921.7,56
2025-10-06 06:29:00,3921.62,3922.04,3921.42,3921.89,45
2025-10-06 06:30:00,3921.81,3922.49,3921.78,3921.88,68
2025-10-06 06:31:00,3921.86,3921.97,3921.52,3921.72,51
2025-10-06 06:32:00,3921.9,3922.99,3921.58,3922.83,52
2025-10-06 06:33:00,3922.42,3923.88,3922.25,3923.74,62
2025-10-06 06:34:00,3923.7,3924.04,3923.17,3923.17,56
2025-10-06 06:35:00,3923.1,3923.86,3923.1,3923.76,56
2025-10-06 06:36:00,3923.77,3924.69,3923.77,3924.31,72
2025-10-06 06:37:00,3924.39,3924.97,3924.35,3924.51,69
2025-10-06 06:38:00,3924.5,3924.77,3924.3,3924.58,59
2025-10-06 06:39:00,3924.46,3925.74,3924.34,3925.58,66
2025-10-06 06:40:00,3925.64,3926.62,3925.64,3926.14,87
2025-10-06 06:41:00,3926.21,3927.7,3925.46,3927.62,83
2025-10-06 06:42:00,3927.6,3928.11,3927.21,3927.21,81
2025-10-06 06:43:00,3927.18,3928.68,3926.24,3928.35,87
2025-10-06 06:44:00,3928.33,3929.28,3927.66,3928.51,84
2025-10-06 06:45:00,3928.7,3929.77,3928.51,3929.04,78
2025-10-06 06:46:00,3929.24,3930.2,3928.44,3929.96,77
2025-10-06 06:47:00,3929.94,3931.24,3929.44,3931.12,81
2025-10-06 06:48:00,3931.12,3931.14,3930.15,3931.1,79
2025-10-06 06:49:00,3931.27,3931.27,3929.5,3930.55,76
2025-10-06 06:50:00,3930.44,3931.94,3930.22,3931.94,71
2025-10-06 06:51:00,3932.0,3932.0,3930.06,3930.1,80
2025-10-06 06:52:00,3930.04,3930.19,3928.48,3928.55,82
2025-10-06 06:53:00,3928.54,3929.59,3928.18,3929.51,73
2025-10-06 06:54:00,3929.49,3930.3,3928.27,3928.41,77
2025-10-06 06:55:00,3928.48,3931.08,3928.48,3930.48,79
2025-10-06 06:56:00,3930.52,3930.79,3929.06,3929.26,79
2025-10-06 06:57:00,3929.29,3930.07,3929.11,3929.85,78
2025-10-06 06:58:00,3929.79,3930.18,3928.91,3929.24,67
2025-10-06 06:59:00,3929.34,3930.15,3929.23,3929.62,66
2025-10-06 07:00:00,3929.35,3931.05,3929.26,3930.16,82
2025-10-06 07:01:00,3929.99,3930.34,3929.29,3930.12,77
2025-10-06 07:02:00,3930.17,3931.46,3930.13,3930.78,81
2025-10-06 07:03:00,3930.76,3930.85,3929.23,3929.32,67
2025-10-06 07:04:00,3929.63,3931.64,3929.32,3931.03,69
2025-10-06 07:05:00,3930.95,3932.07,3929.94,3931.91,79
2025-10-06 07:06:00,3932.12,3933.13,3931.87,3933.03,85
2025-10-06 07:07:00,3933.11,3933.11,3931.17,3931.47,77
2025-10-06 07:08:00,3931.59,3932.03,3930.57,3930.62,73
2025-10-06 07:09:00,3930.39,3931.09,3929.96,3930.1,65
2025-10-06 07:10:00,3929.99,3930.29,3928.93,3930.02,76
2025-10-06 07:11:00,3929.98,3930.12,3929.5,3930.12,65
2025-10-06 07:12:00,3930.21,3930.88,3930.17,3930.84,60
2025-10-06 07:13:00,3930.58,3930.88,3929.22,3929.5,67
2025-10-06 07:14:00,3929.25,3929.51,3928.76,3929.37,67
2025-10-06 07:15:00,3929.28,3929.57,3929.03,3929.4,63
2025-10-06 07:16:00,3929.39,3930.5,3928.86,3930.36,65
2025-10-06 07:17:00,3930.29,3930.45,3929.05,3929.21,62
2025-10-06 07:18:00,3929.16,3929.99,3929.13,3929.97,71
2025-10-06 07:19:00,3929.89,3930.41,3929.46,3929.58,68
2025-10-06 07:20:00,3929.61,3930.43,3929.43,3930.43,64
2025-10-06 07:21:00,3930.26,3931.0,3930.19,3930.83,68
2025-10-06 07:22:00,3930.78,3932.31,3930.3,3930.89,79
2025-10-06 07:23:00,3931.18,3931.3,3929.61,3930.94,77
2025-10-06 07:24:00,3930.95,3932.31,3930.94,3931.79,70
2025-10-06 07:25:00,3931.76,3932.02,3931.17,3931.98,60
2025-10-06 07:26:00,3931.93,3932.75,3931.93,3932.32,64
2025-10-06 07:27:00,3932.33,3932.63,3931.12,3931.15,65
2025-10-06 07:28:00,3931.12,3932.97,3931.1,3932.9,70
2025-10-06 07:29:00,3932.94,3934.51,3932.87,3933.65,82
2025-10-06 07:30:00,3933.53,3933.97,3932.44,3933.95,77
2025-10-06 07:31:00,3933.89,3934.05,3932.95,3933.06,75
2025-10-06 07:32:00,3932.93,3933.78,3932.78,3933.27,75
2025-10-06 07:33:00,3933.2,3934.18,3932.44,3934.18,75
2025-10-06 07:34:00,3934.14,3935.53,3934.14,3934.93,82
2025-10-06 07:35:00,3934.87,3936.01,3934.58,3934.84,85
2025-10-06 07:36:00,3934.74,3935.49,3934.67,3935.3,60
2025-10-06 07:37:00,3935.35,3935.4,3933.69,3934.3,65
2025-10-06 07:38:00,3934.32,3935.42,3933.16,3935.13,77
